storename,storecontract,storeid,storeaddress,storecity,storestate,storezip,storecountry,storephone,latlonlocation,latlonlocationdv
CARQUEST,CarQuest,1001254,115 S CENTERVILLE RD,STURGIS,MI,49091,USA,2696516760,"41.7976950483969,-85.4284622140347","41.7976950483969,-85.4284622140347"
CARQUEST,CarQuest,1000751,394 WESTERN AVE,MARENGO,IA,52301,USA,3196423775,"41.8046000007744,-92.0741050346704","41.8046000007744,-92.0741050346704"
MORRISON AUTO SUPPLY INC.,CarQuest,1001789,502 E LINCOLN WAY,MORRISON,IL,61270,USA,8157727451,"41.806275,-89.951025","41.806275,-89.951025"
Advance Auto Parts,CarQuest,1000053,2 S. 541 ROUTE 59,WARRENVILLE,IL,60555,USA,6303934900,"41.8266850000313,-88.2019950003651","41.8266850000313,-88.2019950003651"
LOGEMANN AUTO PARTS AND MACHINE,CarQuest,1001710,590 S MAIN,WEST POINT,NE,68788,USA,4023722434,"41.834535,-96.712112","41.834535,-96.712112"
Advance Auto Parts,CarQuest,1000068,135 ROOSEVELT ROAD,WEST CHICAGO,IL,60185,USA,6302310877,"41.8657805010582,-88.2057358592058","41.8657805010582,-88.2057358592058"
MADRID AUTOMOTIVE,CarQuest,1001728,317 ANNEX RD,MADRID,IA,50156,USA,5157953335,"41.8800200000001,-93.8153649999734","41.8800200000001,-93.8153649999734"
Advance Auto Parts,CarQuest,1000058,2652 W CHICAGO AVE,CHICAGO,IL,60622,USA,7732763500,"41.89594,-87.69388","41.89594,-87.69388"
CARQUEST,CarQuest,1000702,703 12TH STREET,BELLE PLAINE,IA,52208,USA,3194442747,"41.89605,-92.2779","41.89605,-92.2779"
Advance Auto Parts,CarQuest,1000057,145 N GARY AVENUE,CAROL STREAM,IL,60188,USA,6306654100,"41.9055857154536,-88.1204995817989","41.9055857154536,-88.1204995817989"
Advance Auto Parts,CarQuest,1000061,1717 WEST MAIN STREET,ST CHARLES,IL,60174,USA,6302328444,"41.91232,-88.33613","41.91232,-88.33613"
CARQUEST,CarQuest,1000747,317 NOVAK RD,LISBON,IA,52253,USA,3194552320,"41.9178849975078,-91.403810024707","41.9178849975078,-91.403810024707"
Advance Auto Parts,CarQuest,1000054,679 S ADDISON RD,ADDISON,IL,60101,USA,6308343582,"41.92218,-87.9887","41.92218,-87.9887"
CARQUEST,CarQuest,1000995,5644 W. DIVERSEY AVE,CHICAGO,IL,60639,USA,7738041300,"41.93152,-87.76811","41.93152,-87.76811"
Advance Auto Parts,CarQuest,1000324,430 SPRING STREET,WINDSOR LOCKS,CT,6096,USA,8606239964,"41.93229,-72.65776","41.93229,-72.65776"
WHOLESALE AUTO SUPPLY,CarQuest,1002147,15R HARTFORD DR,GRANBY,CT,6035,USA,8606532585,"41.9484700000244,-72.7823449999294","41.9484700000244,-72.7823449999294"
CARQUEST,CarQuest,1000989,1845 16TH AVE SW,CEDAR RAPIDS,IA,52404,USA,3193650431,"41.9621066544019,-91.690019814702","41.9621066544019,-91.690019814702"
LEONARD'S AUTO PARTS,CarQuest,1001689,186 WEST STAFFORD RD,STAFFORD SPRINGS,CT,6076,USA,8606844208,"41.969611,-72.355391","41.969611,-72.355391"
CARQUEST,CarQuest,1000802,100 E HWY 30,TOLEDO,IA,52342,USA,6414844341,"41.9820800000733,-92.5740799996121","41.9820800000733,-92.5740799996121"
Advance Auto Parts,CarQuest,1000065,1055 LAKE STREET,HANOVER PARK,IL,60133,USA,6308930660,"41.9840112741915,-88.1427754350927","41.9840112741915,-88.1427754350927"
Advance Auto Parts,CarQuest,1000307,119 S MAIN ST,SYCAMORE,IL,60178,USA,8158954528,"41.98783,-88.68508","41.98783,-88.68508"
CARQUEST,CarQuest,1001198,7307 SOUTH BROADWAY,RED HOOK,NY,12571,USA,8457581245,"41.9880300000244,-73.8809450003299","41.9880300000244,-73.8809450003299"
DENISON AUTO PARTS AND MACHINE,CarQuest,1001378,410 S MAIN STREET,DENISON,IA,51442,USA,7122633116,"42.01203,-95.3549","42.01203,-95.3549"
Advance Auto Parts,CarQuest,1000059,755 VILLA STREET,ELGIN,IL,60120,USA,8477416160,"42.0192605759625,-88.2399520981278","42.0192605759625,-88.2399520981278"
Advance Auto Parts,CarQuest,1000060,840 E HIGGINS ROAD,ELK GROVE VILLAGE,IL,60007,USA,8474375010,"42.02762,-87.9752","42.02762,-87.9752"
Advance Auto Parts,CarQuest,1000067,2312 MAIN ST,EVANSTON,IL,60202,USA,8478660960,"42.0336949897253,-87.7081749997031","42.0336949897253,-87.7081749997031"
QUEENS AUTO SUPPLY CARQUEST,CarQuest,1001918,37 MAIN ST EAST,KINGSVILLE,ON,N9Y 1A1,CAN,5197336554,"42.0378259,-82.7379758","42.0378259,-82.7379758"
D & T AUTO PARTS .. DTAUTO.CA ..,CarQuest,1001347,24 FRASER ROAD,LEAMINGTON,ON,N8H 4E5,CAN,5193222551,"42.04587,-82.62159","42.04587,-82.62159"
PETES PAINT AND PARTS,CarQuest,1001870,157 TALBOT ST E,LEAMINGTON,ON,N8H1L8,CAN,5193222555,"42.05534,-82.59233","42.05534,-82.59233"
Advance Auto Parts,CarQuest,1000066,710A STATE PARKWAY,SCHAUMBURG,IL,60173,USA,8473100122,"42.0554049949704,-88.0656749986428","42.0554049949704,-88.0656749986428"
"DAN'S AUTO & MARINE ELECT, INC.",CarQuest,1001356,718 CHETCO AVE,BROOKINGS,OR,97415,USA,5414692158,"42.0559342081817,-124.293987304553","42.0559342081817,-124.293987304553"
WYOMING AUTO PARTS,CarQuest,1002162,512 W WEBSTER ST,WYOMING,IA,52362,USA,5634883921,"42.06002,-91.01404","42.06002,-91.01404"
WHEATLAND AUTOMOTIVE,CarQuest,1002145,1501 16TH ST,WHEATLAND,WY,82201,USA,3073223457,"42.06191,-104.96377","42.06191,-104.96377"
VALLEY MOTOR SUPPLY,CarQuest,1002115,2141 WEST D STREET,TORRINGTON,WY,82240,USA,3075322161,"42.06585,-104.18972","42.06585,-104.18972"
CARQUEST,CarQuest,1000771,1578 E STATE ROAD,OLEAN,NY,14760,USA,7163728790,"42.071171041582,-78.3960596140629","42.071171041582,-78.3960596140629"
V & F AUTO INC,CarQuest,1002110,7 HARDING ST,AGAWAM,MA,1001,USA,4137869914,"42.08435,-72.64473","42.08435,-72.64473"
PRESTON AUTO PARTS,CarQuest,1001914,17 SOUTH STATE ST,PRESTON,ID,83263,USA,2088521382,"42.0952250000004,-111.876630000166","42.0952250000004,-111.876630000166"
DARREN'S CARQUEST AUTO PARTS,CarQuest,1001357,311 W. 3RD STREET,ALLIANCE,NE,69301,USA,3087621516,"42.09692,-102.87366","42.09692,-102.87366"
MALDEN AUTO SUPPLY,CarQuest,1001732,256 BATHURST STREET,AMHERSTBURG,ON,N9V 1Y9,CAN,5197362174,"42.10206,-83.11046","42.10206,-83.11046"
CARQUEST,CarQuest,1000993,1327 EAST THOMAS AVENUE,ARLINGTON HEIGHTS,IL,60004,USA,8476700431,"42.1026850340105,-87.9661051524954","42.1026850340105,-87.9661051524954"
Advance Auto Parts,CarQuest,1000035,1740 SCOTTDALE RD M139,BENTON HARBOR,MI,49022,USA,2699267255,"42.110969543457,-86.4540634155273","42.110969543457,-86.4540634155273"
WESTFIELD AUTO PARTS,CarQuest,1002142,8-12 BIRGE AVE,WESTFIELD,MA,1085,USA,4135688944,"42.12388,-72.74599","42.12388,-72.74599"
CARQUEST,CarQuest,1000808,100 BOLIVAR ROAD,WELLSVILLE,NY,14895,USA,5855931820,"42.1287640734675,-77.9590886380756","42.1287640734675,-77.9590886380756"
CARQUEST,CarQuest,1000647,11948 ON41,NORTHBROOK,ON,K0H 2G0,CAN,6133362923,"42.1305885314941,-87.83154296875","42.1305885314941,-87.83154296875"
D & M AUTO - MILFORD,CarQuest,1001344,336 MAIN ST,MILFORD,MA,1757,USA,5084731185,"42.1337950000434,-71.5263900001342","42.1337950000434,-71.5263900001342"
CARQUEST,CarQuest,1000767,1170 E HWY 275,NELIGH,NE,68756,USA,4028875432,"42.133983455132,-98.028663665557","42.133983455132,-98.028663665557"
SANFORD AUTO PARTS,CarQuest,1001984,ROUTE 28,ARKVILLE,NY,12406,USA,8455864600,"42.1477,-74.61771","42.1477,-74.61771"
GENDEN AUTO PARTS,CarQuest,1001471,620 PAGE BLVD,SPRINGFIELD,MA,1104,USA,4137812353,"42.1477064882301,-72.5431708397626","42.1477064882301,-72.5431708397626"
D & M AUTO - HOLLISTON,CarQuest,1001343,15 WINTHROP STREET,HOLLISTON,MA,7146,USA,5084291166,"42.1561851501465,-71.5661926269531","42.1561851501465,-71.5661926269531"
CARQUEST,CarQuest,1000780,406 N. ANN ARBOR,SALINE,MI,48176,USA,7344292507,"42.1673300045349,-83.7817649870138","42.1673300045349,-83.7817649870138"
VINTON AUTO PARTS INC.,CarQuest,1002121,1008 WEST FOURTH STREET,VINTON,IA,52349,USA,3194722361,"42.16757,-92.03576","42.16757,-92.03576"
CENTER POINT FARM AND AUTO,CarQuest,1000848,806 ROSEDALE DRIVE,CENTER POINT,IA,52213,USA,3198492119,"42.1808950028489,-91.775529999936","42.1808950028489,-91.775529999936"
AUTO BARN,CarQuest,1000524,377 TALBOT ST N,ESSEX,ON,N8M2W3,CAN,5197769885,"42.18356,-82.83184","42.18356,-82.83184"
"ASHLAND AUTO PARTS, INC.",CarQuest,1000517,1952 HWY 66,ASHLAND,OR,97520,USA,5414880803,"42.18501,-122.68008","42.18501,-122.68008"
KBE AUTO PARTS-LAKEVIEW,CarQuest,1001635,307 NORTH P STREET,LAKEVIEW,OR,97630,USA,5419472188,"42.19222,-120.3579","42.19222,-120.3579"
MALAD MOTOR MART,CarQuest,1001731,117 NORTH 1ST WEST,MALAD,ID,83252,USA,(208) 766-2274,"42.20034,-112.247915","42.20034,-112.247915"
ROAD RUNNER,CarQuest,1001963,1 WEST MAIN STREET,CUBA,NY,14727,USA,5859683713,"42.2174,-78.27589","42.2174,-78.27589"
WAYNE AUTO PARTS INC,CarQuest,1002135,117 SOUTH MAIN,WAYNE,NE,68787,USA,4023753424,"42.22825,-97.01738","42.22825,-97.01738"
JENSEN WOOD MOTOR / PDQ AUTO,CarQuest,1001609,205 N 4TH,MONTPELIER,ID,83254,USA,2088471212,"42.229880091051,-111.264852994473","42.229880091051,-111.264852994473"
CARQUEST,CarQuest,1000764,327 EAST FIRST,MONTICELLO,IA,52310,USA,3194655968,"42.23847,-91.18596","42.23847,-91.18596"
ZEIGLER CARQUEST OF KALAMAZOO,CarQuest,1002171,6255 TECHNOLOGY AVE,KALAMAZOO,MI,49009,USA,2694472554,"42.2474499640091,-85.673784999814","42.2474499640091,-85.673784999814"
Advance Auto Parts,CarQuest,1000267,803 20 TH STREET,ROCKFORD,IL,61104,USA,8153972131,"42.25912,-89.05803","42.25912,-89.05803"
CARQUEST,CarQuest,1000929,63 WESTERN AVENUE,FRAMINGHAM,MA,1702,USA,5082705474,"42.26251,-71.41243","42.26251,-71.41243"
TILBURY AUTOMOTIVE LTD,CarQuest,1002083,17 TILBURY,TILBURY,ON,N0P 2L0,CAN,5196820325,"42.26347,-82.42377","42.26347,-82.42377"
FREEPORT CARQUEST,CarQuest,1001460,1791 S WEST AVE,FREEPORT,IL,61032,USA,8152326106,"42.2677897146032,-89.6313880964685","42.2677897146032,-89.6313880964685"
"PHOENIX AUTO PARTS, INC.",CarQuest,1001874,4526 S. PACIFIC HIGHWAY,PHOENIX,OR,97535,USA,5415358300,"42.26867,-122.81032","42.26867,-122.81032"
D & M AUTO - FRAMINGHAM,CarQuest,1001342,41 LORING DR,FRAMINGHAM,MA,1702,USA,5088753499,"42.2701407593889,-71.4096564409907","42.2701407593889,-71.4096564409907"
Advance Auto Parts,CarQuest,1000062,211 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,USA,8473627600,"42.2755400000088,-87.9518149998643","42.2755400000088,-87.9518149998643"
WALKER ROAD AUTOMOTIVE,CarQuest,1002126,3181 WALKER ROAD,WINDSOR,ON,N8W 3R6,CAN,5199661000,"42.28098,-82.98106","42.28098,-82.98106"
CARQUEST,CarQuest,1000954,16 S 20TH STREET,BATTLE CREEK,MI,49015,USA,2699628731,"42.2951617861536,-85.2189165531845","42.2951617861536,-85.2189165531845"
CARQUEST,CarQuest,1001296,2352 CENTRAL AVE,WINDSOR,ON,N8W 4J2,CAN,5199484107,"42.3033,-82.97866","42.3033,-82.97866"
REIS AUTO PARTS AND SERVICE,CarQuest,1001947,P O BOX 183,ODEBOLT,IA,51458,USA,7126682210,"42.3111572265625,-95.251708984375","42.3111572265625,-95.251708984375"
COLMAN-DILLON AUTOMOTIVE LTD,CarQuest,1000880,13101 TECUMSEH RD,TECUMSEH,ON,N8N 3T4,CAN,5199790088,"42.3119,-82.87266","42.3119,-82.87266"
RED'S AUTO SUPPLY,CarQuest,1001945,P. O. BOX 251,PRATTSVILLE,NY,12468,USA,5182993627,"42.3155326843262,-74.4314880371094","42.3155326843262,-74.4314880371094"
"G AND L AUTO SUPPLY, INC.",CarQuest,1001465,PO BOX 365,UNADILLA,NY,13849,USA,6075637400,"42.3173522949219,-75.3208618164062","42.3173522949219,-75.3208618164062"
CARQUEST,CarQuest,1000714,405 N. MAIN ST,CHELSEA,MI,48118,USA,7344753741,"42.3199123631465,-84.0206287528131","42.3199123631465,-84.0206287528131"
LA PORTE MOTOR INC.,CarQuest,1001668,1105 HWY 218 N,LA PORTE CITY,IA,50651,USA,3193423495,"42.3232504565322,-92.2021390545941","42.3232504565322,-92.2021390545941"
CARQUEST,CarQuest,1001140,335 EAST MC ANDREWS AVE,MEDFORD,OR,97501,USA,5417738456,"42.3411500001172,-122.87418","42.3411500001172,-122.87418"
CARQUEST,CarQuest,1000831,201 FRANKLIN ST,WATKINS GLEN,NY,14891,USA,6075352774,"42.3759300000244,-76.8709749998328","42.3759300000244,-76.8709749998328"
LEITING AUTO SUPPLY,CarQuest,1001687,119 EAST BROADWAY,RANDOLPH,NE,68771,USA,4023370370,"42.3787200004449,-97.35522","42.3787200004449,-97.35522"
CARLSON AUTO BODY & REPAIR LLC,CarQuest,1000645,540 HIGH STREET,ROCKWELL CITY,IA,50579,USA,7122975517,"42.39928,-94.63559","42.39928,-94.63559"
"BACON'S EQUIPMENT, INC - AP DIV",CarQuest,1000569,29 GOSHEN ROAD,WILLIAMSBURG,MA,1096,USA,4132683051,"42.3999927022293,-72.744188396548","42.3999927022293,-72.744188396548"
"GOLD BEACH AUTO PARTS, INC.",CarQuest,1001481,29536 ELLENSBURG AVENUE,GOLD BEACH,OR,97444,USA,5414255454,"42.4128150005066,-124.420639988917","42.4128150005066,-124.420639988917"
IOWA AUTOMOTIVE AND MACHINE,CarQuest,1001590,1705 WEST MAIN,SAC CITY,IA,50583,USA,7126624738,"42.42227,-95.00476","42.42227,-95.00476"
CARQUEST,CarQuest,1000804,1453 OLD POST RD,VALATIE,NY,12184,USA,5187581955,"42.42633,-73.68955","42.42633,-73.68955"
MARSH VALLEY MOTOR PARTS,CarQuest,1001735,30 W. CENTER,DOWNEY,ID,83252,USA,(208) 897-5115,"42.4287408221006,-112.126665296976","42.4287408221006,-112.126665296976"
Advance Auto Parts,CarQuest,1000321,8715 MAIN ST,WHITMORE LAKE,MI,48189,USA,7344494419,"42.4290250294661,-83.7625250240057","42.4290250294661,-83.7625250240057"
Advance Auto Parts,CarQuest,1000306,5122 SOUTH M 106,STOCKBRIDGE,MI,49285,USA,5178518282,"42.4339899798805,-84.1828049907209","42.4339899798805,-84.1828049907209"
CARQUEST,CarQuest,1001069,525 NE E STREET,GRANTS PASS,OR,97526,USA,5414797524,"42.43891,-123.32038","42.43891,-123.32038"
Advance Auto Parts,CarQuest,1000240,250 ELM ST,PITTSFIELD,MA,1201,USA,4134426936,"42.4431270520687,-73.2340838286349","42.4431270520687,-73.2340838286349"
Advance Auto Parts,CarQuest,1000219,20 RIVER STREET,ONEONTA,NY,13820-0607,USA,6074323600,"42.4564590454102,-75.0619964599609","42.4564590454102,-75.0619964599609"
RANCHLAND AUTO PARTS,CarQuest,1001932,212 E. DOUGLAS STREET,O'NEILL,NE,68763,USA,4023362310,"42.4577249670081,-98.6507461636739","42.4577249670081,-98.6507461636739"
Advance Auto Parts,CarQuest,1000237,1205 E M36,PINCKNEY,MI,48169,USA,7348783111,"42.4589004516602,-83.939567565918","42.4589004516602,-83.939567565918"
FERGANS AUTO PARTS,CarQuest,1001446,16129 EAST NINE MILE RD,EASTPOINTE,MI,48021,USA,5867748800,"42.4649400099946,-82.9441750004036","42.4649400099946,-82.9441750004036"
CARQUEST,CarQuest,1000664,805 13TH AVE SE,DYERSVILLE,IA,52040,USA,5638758905,"42.47399,-91.11517","42.47399,-91.11517"
MOTOR PARTS SALES#2,CarQuest,1001793,115 SOUTH MAIN,HOLSTEIN,IA,51025,USA,7123684545,"42.48901,-95.54495","42.48901,-95.54495"
Advance Auto Parts,CarQuest,1000294,265 SOUTH CASCADE DR,SPRINGVILLE,NY,14141,USA,7165990006,"42.4951017325332,-78.6918881384347","42.4951017325332,-78.6918881384347"
BRUNTON MOTOR PARTS,CarQuest,1000617,510 BROAD ST,BELOIT,WI,53511,USA,6083650104,"42.49818,-89.0332","42.49818,-89.0332"
Advance Auto Parts,CarQuest,1000093,31135 RYAN RD,WARREN,MI,48092,USA,5869391075,"42.52145,-83.06873","42.52145,-83.06873"
CARQUEST,CarQuest,1001236,423 WEST 7ST,SIOUX CITY,IA,51103,USA,7122332354,"42.5240756830077,-96.3952530525339","42.5240756830077,-96.3952530525339"
CARROLL OLSON ENTERPRISES,CarQuest,1000837,115 EAST STATE ST,ATKINSON,NE,68713,USA,4029252993,"42.53105,-98.9774","42.53105,-98.9774"
CARQUEST,CarQuest,1000709,518 OVERLAND AVE,BURLEY,ID,83318,USA,2086788305,"42.538765,-113.79328","42.538765,-113.79328"
Advance Auto Parts,CarQuest,1000313,1806 KIMBERLY ROAD,TWIN FALLS,ID,83303,USA,2087337322,"42.54795,-114.45008","42.54795,-114.45008"
AINSWORTH AUTO PARTS,CarQuest,1000484,P.O. BOX 83,AINSWORTH,NE,69210,USA,4023823600,"42.548225402832,-99.85986328125","42.548225402832,-99.85986328125"
"BILLERICA AUTO PARTS, INC.",CarQuest,1000588,308 BOSTON ROAD,BILLERICA,MA,1862,USA,9786676778,"42.5635299682617,-71.2709884643555","42.5635299682617,-71.2709884643555"
Advance Auto Parts,CarQuest,1000142,"5506 75TH STREET, SUITE 101",KENOSHA,WI,53143,USA,2626971436,"42.56758,-87.874128","42.56758,-87.874128"
T AND J AUTO PARTS,CarQuest,1002065,11451 RTE 21 SOUTH,WAYLAND,NY,14572,USA,5857289770,"42.5688146472863,-77.5794849828744","42.5688146472863,-77.5794849828744"
CARQUEST,CarQuest,1000731,369 FEDERAL ST,GREENFIELD,MA,1301,USA,4137733667,"42.5994350000157,-72.5953800000626","42.5994350000157,-72.5953800000626"
MONROE CARQUEST,CarQuest,1001782,1015 FIRST AVENUE,MONROE,WI,53566,USA,6083253138,"42.60162,-89.65939","42.60162,-89.65939"
BRACKETT AUTO PARTS,CarQuest,1000602,592 W. POINTE TREMBLE ROAD,ALGONAC,MI,48001,USA,8107949357,"42.613805000488,-82.5399849999193","42.613805000488,-82.5399849999193"
SCHOWS AUTO PARTS,CarQuest,1001990,323 E 8TH ST,RUPERT,ID,83350,USA,2084363755,"42.6195929339525,-113.664240894826","42.6195929339525,-113.664240894826"
DANGER BOY CARQUEST,CarQuest,1001354,355 EAST 2ND SOUTH,SODA SPRINGS,ID,83276,USA,2085473348,"42.6511769781734,-111.597761320556","42.6511769781734,-111.597761320556"
"GRAMPY'S AUTO PARTS, LLC",CarQuest,1001486,140 VETERANS DRIVE,FOWLERVILLE,MI,48836,USA,5172239135,"42.6593950634055,-84.0772554063651","42.6593950634055,-84.0772554063651"
Advance Auto Parts,CarQuest,1000434,7004 SOUTH CEDAR STREET,LANSING,MI,48911,USA,5172688592,"42.6649700000184,-84.5411049999059","42.6649700000184,-84.5411049999059"
"K AND K AUTO PARTS, LLC",CarQuest,1001625,211 CLINTON STREET,PENN YAN,NY,14527,USA,3155364445,"42.6691899578685,-77.0406049815519","42.6691899578685,-77.0406049815519"
Advance Auto Parts,CarQuest,1000101,15 VICTORY LN,DRACUT,MA,1826,USA,9195733000,"42.6695309812601,-71.3279659333029","42.6695309812601,-71.3279659333029"
Advance Auto Parts,CarQuest,1001556,7004 SOUTH CEDAR STREET,LANSING,TX,48911,USA,(517) 694-4525,"42.6709594726562,-84.5454254150391","42.6709594726562,-84.5454254150391"
DANES AUTO PARTS,CarQuest,1001353,263 STATE RD,NORTH ADAMS,MA,1247,USA,4136647186,"42.6996175569522,-73.1627653261052","42.6996175569522,-73.1627653261052"
Advance Auto Parts,CarQuest,1000242,1400 BUSINESS HIGHWAY 151,PLATTEVILLE,WI,53818,USA,6083482427,"42.7036094665527,-90.5152816772461","42.7036094665527,-90.5152816772461"
CARQUEST,CarQuest,1000685,727 13TH ST NORTH,HUMBOLDT,IA,50548,USA,(515) 332-5333,"42.7291055983956,-94.2268949435327","42.7291055983956,-94.2268949435327"
CARQUEST,CarQuest,1000816,124 NORTH CENTER STREET,PERRY,NY,14530,USA,5852372128,"42.7298450000001,-78.0055850000157","42.7298450000001,-78.0055850000157"
Advance Auto Parts,CarQuest,1000295,3033 KING ROAD,EAST CHINA,MI,48054,USA,8103294791,"42.732940000157,-82.510279991759","42.732940000157,-82.510279991759"
GRAND LEDGE AUTO PARTS,CarQuest,1001488,1015 S CLINTON PO BOX 501,GRAND LEDGE,MI,48837,USA,5176273237,"42.73968,-84.73903","42.73968,-84.73903"
VALLEY AUTO SUPPLY,CarQuest,1002112,25 W ROCKY RD,AFTON,WY,83110,USA,3078852886,"42.7450049845555,-110.935270000022","42.7450049845555,-110.935270000022"
MOTOR PARTS SALES CO. INC.,CarQuest,1001792,210 WEST CEDAR,CHEROKEE,IA,51012,USA,7122252548,"42.751675002162,-95.5571849998294","42.751675002162,-95.5571849998294"
VALLEY MOTOR SUPPLY,CarQuest,1002114,113 EAST 3RD ST,LUSK,WY,82225,USA,3073342213,"42.7625023158501,-104.445715394803","42.7625023158501,-104.445715394803"
CARQUEST,CarQuest,1001042,20 ELM STREET,EAST AURORA,NY,14052,USA,7166525100,"42.76729,-78.6112","42.76729,-78.6112"
WENDELL TRUCK AND AUTO PARTS INC,CarQuest,1002138,"P.O. BOX 213, 356 S IDAHO ST",WENDELL,ID,83355,USA,2085365851,"42.77224,-114.70441","42.77224,-114.70441"
BESTWAY AUTO SUPPLY,CarQuest,1000585,153 TALBOT STREET EAST,AYLMER,ON,N5H 1H3,CAN,5197652800,"42.7730979,-80.9802275","42.7730979,-80.9802275"
"BUY RIGHT, INC",CarQuest,1000622,4747 HWY 31,RACINE,WI,53405,USA,2626811900,"42.78093,-87.83559","42.78093,-87.83559"
Advance Auto Parts,CarQuest,1000280,1225 CURRY RD,SCHENECTADY,NY,12306,USA,5183553120,"42.78509,-73.96559","42.78509,-73.96559"
SCHOW'S CQ OF AMERICAN FALLS,CarQuest,1001991,2844 POCATELLO AVENUE,AMERICAN FALLS,ID,83211,USA,2082262326,"42.7851900009815,-112.847095001918","42.7851900009815,-112.847095001918"
C AND M AUTO EAST TROY,CarQuest,1000630,2533 MAIN STREET,EAST TROY,WI,53120,USA,2626427949,"42.7853691426329,-88.4059136191267","42.7853691426329,-88.4059136191267"
CARQUEST,CarQuest,1001247,136 EDWARD STREET,ST THOMAS,ON,N5P 1Z3,CAN,5196335270,"42.7861049,-81.1654812","42.7861049,-81.1654812"
Advance Auto Parts,CarQuest,1000349,3900 SOUTH PARK AVE,BLASDELL,NY,14219-1818,USA,7168281533,"42.79132,-78.82345","42.79132,-78.82345"
HOLLY AUTOMOTIVE SUPPLY,CarQuest,1001545,515 N SAGINAW,HOLLY,MI,48442,USA,2486349091,"42.7940100000004,-83.6277199999531","42.7940100000004,-83.6277199999531"
WAGNER  AUTO SUPPLY INC.,CarQuest,1002124,121 1ST STREET NW,LEMARS,IA,51031,USA,7125464308,"42.79455,-96.1687","42.79455,-96.1687"
STOYELL AUTOMOTIVE,CarQuest,1002051,5870  NEW HOPE RD,MORAVIA,NY,13118,USA,3154971040,"42.7976833000852,-76.3566092743545","42.7976833000852,-76.3566092743545"
Advance Auto Parts,CarQuest,1000220,3329 SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,USA,7166755115,"42.8003629432999,-78.7444428919867","42.8003629432999,-78.7444428919867"
HUSKER AUTO,CarQuest,1001583,221 N MAIN,GORDON,NE,69343,USA,3082822100,"42.80558,-102.20288","42.80558,-102.20288"
ZEELAND MOTOR SUPPLY,CarQuest,1002170,200 W MAIN,ZEELAND,MI,49464,USA,6167724117,"42.8123800000157,-86.02625","42.8123800000157,-86.02625"
ROLFE AUTO & FARM SUPPLY,CarQuest,1001967,101 GARFIELD,ROLFE,IA,50581,USA,(712) 848-3340,"42.8141950000001,-94.5278649999608","42.8141950000001,-94.5278649999608"
Advance Auto Parts,CarQuest,1000114,1500 N LEROY,FENTON,MI,48430,USA,8106290121,"42.81805,-83.70713","42.81805,-83.70713"
PERRY AUTOMOTIVE SUPPLY,CarQuest,1001862,427 S MAIN PO BOX 446,PERRY,MI,48872,USA,5176253127,"42.820138,-84.218478","42.820138,-84.218478"
DRISCOLL TRUCK CENTER HD,CarQuest,1001405,2421 STATE HWY 39,AMERICAN FALLS,ID,83211,USA,(208) 226-5235,"42.8242450106316,-112.894934966391","42.8242450106316,-112.894934966391"
MOTOR PARTS SALES#3,CarQuest,1001794,318 MAIN ST N,MARCUS,IA,51035,USA,7123762106,"42.82536,-95.80807","42.82536,-95.80807"
CARQUEST,CarQuest,1000736,610 RILEY,HOLLAND,MI,49424,USA,6163993021,"42.8266522517175,-86.1260300638306","42.8266522517175,-86.1260300638306"
LANDER VALLEY AUTO PARTS,CarQuest,1001676,735 LINCOLN ST,LANDER,WY,82520,USA,3073324521,"42.8361300044824,-108.739914996551","42.8361300044824,-108.739914996551"
NORFOLK AUTO PARTS,CarQuest,1001817,125 QUEENSWAY WEST,SIMCOE,ON,N3Y 2M8,CAN,5194280860,"42.84542,-80.31182","42.84542,-80.31182"
